,label,text,lang
111,0,tanya bapak presiden kapolri oce tuh apa debatfinalpilkadajkt,id
112,0,liat banget pihak media debatfinalpilkadajkt,id
113,0,rt hatikecil bagus nih ilustrasi debatfinalpilkadajkt https co zaqlqrbiuf,id
114,0,rt rezaoktovian ahok terlalu keren,id
115,0,isi timeline twitter cm pilkada bosan sekali,id
116,0,mohon tenang mohon tenang debatfinalpilkadajkt,id
117,0,ah ulang jawab beda kan debatfinalpilkadajkt,id
118,0,asa bukan tanya deh yg td jawab om aniesbaswedan audio ga keluar ia debatfinalpilkadajkt,id
119,0,tinggal pinggir kali meski bukan tanah jual pinggir jalan,id
120,0,rt rigenz sehat warga dki lalu jakartaberlari baru bangun sejahtera warga debatfinalpilkadajkt,id
121,0,kalau kamu putus pacar sebab mungkin program oke oce jadi solusi nya debatfinalpilkadajkt,id
122,0,libat paham bidang duduk sama pecah solusi cara pimpin yg cerdas debatfinalpilkadajkt,id
123,0,justru laki laki lah sering alami keras verbal berapa kali diri marah istri ayo ngaku,id
124,0,rt tirtoid soal gera gera ala aniesbaswedan periksadata debatfinalpilkadajkt,id
125,0,mayoritas warga jakarta pimpin gubernur baru emang iya debatfinalpilkadajkt,id
126,0,paslon selalu nyerang paslon ni debatfinalpilkadajkt,id
127,0,rt jktmajubersama upaya anies sandi dukung perempuan jadi laku ukm debatfinalpilkadajkt,id
128,0,salah satu indikator tingkat kualitas hidup warga jkt adl terus senyum pak djarot malam,id
129,0,tonton yg wajib tunggu habis debatfinalpilkadajkt,id
130,0,rt ainouun pak ahok sandang disabilitas bukan mereka suatu kita bisa jadi debatfinalpilkadajkt,id
131,0,rt tribunjateng jeda ahok djarot sapa ganjar pranowo atas panggung,id
132,0,boojaee sayang hyung cuma citra wkwk,id
133,0,rawa msh inget sm ibu jual kue balaikota cm pak ahok yg tau klo si ibu sakit ibu langsung urus rs bukan citra,id
134,0,biar jajan naik juta https co vez pxxdfr,id
135,0,bio gw ganti astagfirullah rusak citra cewe cantik,id
136,0,matanajwadebatjakarta ampun udh closing statement msh aja commentnya ky gitu,id
137,0,hah uda closing statement cepet bener debatfinalpilkadajkt,id
138,0,rt gembok debatfinalpilkadajkt kali keren biasa sesi tanya jawab kali ada sesi curhat,id
139,0,tiga paslon gagal jawab tanya jawab puji baik paslon,id
140,0,juang sama sbyudhoyono utk menang saduddindhani pilkadakabbekasi bekasisah bekasiberjaya,id
141,0,jika aparatur beli kyai santri oplos beli ada yng asli siap lawan ketidakadilan https co riloah gad,id
142,0,pasang mana unggul debat kandidat gubernur wagub dki jakarta malam,id
143,0,agam datang dr hati dalam bukan dr citra tetap jktberagam,id
144,0,bangun bangsa negara engga cukup metoda citra tanpa uji lewat rekam jejak integritas tokoh,id
145,0,rt adelladellaide sikap baik jaga prilaku depan umum bukan arti citra bukan jadi orang,id
146,0,rt fiersabesari jujur yg curiga buat baik yg tuduh citra bahagia yg iri abai,id
147,0,umat islam yg peduli agama mrk tdk goda dg trik konyol ini inshaallah umat islam sdh sadar https co pfh mpskfo,id
148,0,aniesintoleran nanies baswedan tak milik integritas kredibilitas orang pimpin https co rv gt,id
149,0,agusriyadi perlu semua berita ahok guna nista agama misal nista agama sedang kampanye jakarta pusat,id
150,0,agusriyadi tidak sadis semua berita ahok judul awal degan dakwa nista agama bukan guna nama,id
151,0,altefalken kemarin kan berita sakit mengingitis babi mksd gw apa nyambungnya sama ahok,id
152,0,isejunnie ahmaddhaniprast artis korea world tour ahmad dhani,id
153,0,haquemarissa ahok jakarta daging babi bal apa hubung nya,id
154,0,ahmad dhani bangkrut tagih utang lalu video mantan istri jadi janda kaya raya hampir tahun lalu https co inrwrr,id
155,0,ahmad dhani sentil ahok eh sandiaga uno cengar cengir https co vhdaaa shi lalu youtube,id
156,0,hehhee makanya jangan kagum sesorng lebih kepada rasulullah https co zxvb dirmg,id
157,0,matanajwadebatjakarta acara uda abis kalian debat sapa betul betul papar prog solusi,id
158,0,koruptor letak kitab suci tempat paling rendah masih sok jadi milik kapling surga https co oj yn wbei,id
159,0,rt ohhani woww dukung rakyat palestina ahok yg dituduhsbg nista agama mrk elu kan ahok ahok is the best https co,id
160,0,citra socmed boleh aja harus tanggung jawab sama citra udh bikin jangan sampe jadi malu maluin kasi,id
161,0,rt kompascom kasus kicau ahmad dhani limpah polres metro jakarta selatan https co uj jernn,id
162,0,rt kv kahfi komplit bgt yaaaa heran nya msh aja yg percaya idolain https co pntyranajo,id
163,0,rt th rb rd bagaimana adil cipta si nista agama di vonis penjara berjamaahtolakreklamasi,id
164,0,rt teddygusnaidi bro kalau yg maksud fatwa nista agama mui gak pernah keluar fatwa https co uxhqjkca,id
165,0,rt teddygusnaidi sidang hari makin kuat ahok bukan nista agama yang bantah nhttps co ksj snr,id
166,0,sebut ahok bukan akademisi ahmad dhani intelektual lebih intelek bang anies https co yrzfmmv lg,id
167,0,yg laku nista agama sungguh agama yg suci guna alat kejar jabat kuasa https co hkvzipm zs,id
168,0,kalah pilkada bekas ahmad dhani jadi juru kampanye pasang anies sandi https co oizpn hynd nenengyes https co fgohkhxwxt,id
169,0,matanajwadebatjakarta bravo closing statement anies malam kalau ada debat nggak mungkin nonton mata najwa sdh lama tdk suka,id
170,0,matanajwadebatjakarta jawab akhir anis jadi bikin ingat jawab pas debat kemarin jawab tarik tidak nyambung,id
171,0,matanajwadebatjakarta buzzer ahok kerja keras nih ayo kerja tar gaji ga turun,id
172,0,matanajwadebatjakarta rendah hati lawan rendah hati lihat banget,id
173,0,matanajwadebatjakarta kok gaya pak aniesbaswedan kayak sby,id
174,0,matanajwadebatjakarta nyata si anis nyaman bgt dgn isu sara kok kan nguntungin anis pura sok bijak pdhl nikmat isu sara,id
175,0,matanajwadebatjakarta nyesel liat debat mutu cuma cela,id
176,0,matanajwadebatjakarta simpul tdk rela punya gub seorg anies sy percaya ahok menang salam jari,id
177,0,ibnusungeb ahoker panas dingin ahok kalah debat sama anis matanajwadebatjakarta,id
178,0,yg tahu ga backsound tutup mata najwa siapa musisi apa judul matanajwadebatjakarta,id
179,0,matanajwadebatjakarta ahok apa utk rakyat anies tkt curang ngerti beda,id
180,0,matanajwa mantapppp mata najwa diskusi lebih hidup didik jauh kualitas banding debat yg selenggara kpu,id
181,0,matanajwa mbak najwa ayo tengah sedikit jgn lihat kiri dgn minta terus pak anies cpt selesai kalimat nya,id
182,0,soal soal ribut ribut pribumi vs non pribumi ramai beranda itu benar maksud apa ikut,id
183,0,sedih liat pak anies ini tokoh dulu kagum jadi ini matanajwadebatjakarta,id
184,0,awal sp akhir aniesbaswedan bisa cm serang pribadi basuki btp gak program yg perlu bangga matanajwadebatjakarta,id
185,0,gimana nih om pandji ikut gedeg kan dengerin retorika ga wawas gimana udah lanjur matanajwadebatjakarta,id
186,0,haduhhhh pak anies terus dukung yang didatengin jakarta mana pak dari luar jakarta kan matanajwadebatjakarta,id
187,0,haha anies demo dr jawa barat kok ga ngomen takut kalah haha matanajwadebatjakarta,id
188,0,matanajwadebatjakarta pak uno habis istri ga marah pak mo beli sepatu rb aja istri marah pak,id
189,0,matanajwadebatjakarta jangan suka serang bukan perang ingin ibadah serang orang,id
190,0,matanajwadebatjakarta paslon serang terus bawa yg biasa serang tp paslon tenang jawab,id
191,0,aahhh akuh sedih akuh org depok nyata ngga ke jakarta pak manies jahattttt matanajwadebatjakarta,id
192,0,matanajwadebatjakarta saludd utk mata najwa bobot sekali debat malam,id
193,0,jadi orang tanggung jawab atas segala tindak dengan anda tuai yang positif sidangahok,id
194,0,anda sidangahok duga nista agama dgn dakwa basuki btp murni isyu pilkada dki jakarta murni islam,id
195,0,semua jujur dapat pahala surga sabar pak basuki freeahok https co nlgbecj jc,id
196,0,jadi orang tanggung jawab atas segala tindak dengan anda tuai yang positif sidangahok,id
197,0,matanajwadebatjakarta terima kasih beri didik demokrasi rakyat indonesia khusus jakarta,id
198,0,agam datang dr hati dalam bukan dr citra tetap jktberagam,id
199,0,bangun bangsa negara engga cukup metoda citra tanpa uji lewat rekam jejak integritas tokoh,id
200,0,jangan pihak badan hukum itu rusak demokrasi important matanajwadebatjakarta,id
201,0,lo cerita kalimat yg lontar anies matanajwa dgn bahasa lo sendiri lo luar biasa matanajwadebatjakarta,id
202,0,kalau liat sosmed pak ahok menang telak sayang kata kata manis lah yg serap bbrp warga kecil matanajwadebatjakarta,id
203,0,mah basuki bebas kan freeahok https co mw vywef,id
204,0,debat matanajwa ahok makin liat atas angin kliatan sangat kuasa problem solusi tata kelola jakarta,id
205,0,kalau lihat ahok kayak lihat power rangers merah,id
206,0,simpul ahok spt biasa fokus detail program anies terlalu fokus jatuh lawan matanajwadebatjakarta,id
207,0,tunjuk sangat buat serius gak mau ganggu selamat pak aniesbaswedan buat gagas nya matanajwadebatjakarta,id
208,0,jangan pihak layan rakyat sepenuh hati tuhan beri kuasa tuhan ambil ahok matanajwadebatjakarta,id
209,0,pak ahok jangan blunder dong pak tadi udah bagus tanya komitmen terima hasil kontestasi matanajwadebatjakarta,id
210,0,jangan pihak badan hukum itu rusak demokrasi important matanajwadebatjakarta,id
211,0,lo cerita kalimat yg lontar anies matanajwa dgn bahasa lo sendiri lo luar biasa matanajwadebatjakarta,id
212,0,debat matanajwa ahok makin liat atas angin kliatan sangat kuasa problem solusi tata kelola jakarta,id
213,0,kira jakarta makin baik selamat juang buat pak ahok pak anies matanajwadebatjakarta,id
214,0,masih ahoker debat soal program jlebb ko kena uppercut anies soal kjp pergubnya blm rubah roemahdjoeang netizentofa cepot,id
215,0,rt alysap semua anut agama dapet hak sama ahok matanajwadebatjakarta,id
216,0,aku heran ilklan kampanye ahokdjarot yg baru begitu aku loh bingung bkn akuang asiang aming iklanahokjahat,id
217,0,abis nyoblos streaming video kembang pilkada pake sisakuotagakhangus im ooredoo kuota ga habis deh,id
218,0,muslim sedang uji negara yg mayoritas islam moga smua sabar tahan utk bicara kasar sbg balas,id
219,0,kira jakarta makin baik selamat juang buat pak ahok pak anies matanajwadebatjakarta,id
220,0,rt grcllafrn pak anies inget apa yg kau tabur yang kau tuai jadi takut sendiri matanajwadebatjakarta,id
221,0,rt kompascom bagaimana metode tari sampel hitung cepat yg laku litbang kompas dlm pilkada dki jakarta simak sini,id
222,0,mnding diem aja pak basuki btp semua gera salah klo wktunya menang ntar jga menang iklanahokjahat,id
223,0,rt netmediatama bincang tarik quick count pilkada sama irakoesno netpilkada https co odbvw uwmr,id
224,0,syukur tutup kampanye hari doa pilkada dki jakarta februari jalan dengan lancar,id
225,0,julia perez kecewa gagal nyoblos pilkada dki tps rscm https co vajplioiek,id
226,0,sedia ambulans pasien coblos pilkada dki,id
227,0,rt miekarinayam tanya memang tak ikut pilkada saya hilang hak saya yg jamin konstitusi,id
228,0,allah anis sandi bakal jadi gubernur dki jakarta pilih tahun,id
229,0,domisili gue jakpus bela bain tps yg lokasi jakbar dgn modal ktp buat ikut pilkada,id
230,0,rt netmediatama presiden jokowi guna hak suara pilkada dki jakarta tps gambir jakarta pusat netpilkada,id
231,0,rt boelatboelat agree pak basuki btp kuasa tuhan kasih jatuh tuhan naik matanajwadebatjakarta,id
232,0,rt azzambarbarossa akibat nila titik rusak susu bangga akibat mulut oknum tak didik rusak satu bangsa iklanahokjahat,id
233,0,mudah mudah novel baswedan alami buta mata kalau buta siap donor mata untuk,id
234,0,mereka laku apakah rubah ada para pilih iklanahokjahat,id
235,0,rt hariadhi siapa yg salah ahok iklan bukan perlu protes orang yg benar pake spanduk iklanahokjahat https,id
236,0,sampe sekarang gue blm ngerti dp rumah gmn skema trs emg ya perban yg mau ngasih kredit rumah gak pakai dp debatfinalpilkadadki,id
237,0,debatfinalpilkadadki anies gubernur pimpin bukan administratur layan masyarkt padahal layan cermin integritas,id
238,0,kalimat tutup anies ambisius ahok minta maaf karakter bisa bohong debatpilkadadki debatfinalpilkadadki,id
239,0,tunjuk sangat buat serius gak mau ganggu selamat pak aniesbaswedan buat gagas nya matanajwadebatjakarta,id
240,0,rt belaquran tdk provokasi dgn sentimen jual sara mu karena cinta indonesia iklanahokjahat,id
241,0,makin umat suguh iklanahokjahat akan makin lihat siapa tebar benci rukun antar umat agama,id
242,0,hampir semua polling anies sandi menang moga hari nya demikian aniessandi,id
243,0,rt anjisudirman fahiraidris yg iklan kampanye ahox yg sama sebarin spanduk syariah brosur black campaign iklanahokjahat,id
244,0,oke oce jadi brand semua jadi oke oce bahkan ada kampung oke oce debatfinalpilkadadki,id
245,0,rt belaquran sungguh sgt heran kampanye kebhinekaan tp sebar islamophobia kebhinekaan yg mana yg maksud,id
246,0,debat final pilkada dki jakarta siapa gagap siapa tepat jawab adjat sudradjat,id
247,0,soal pimpin kait lisan apa beda gubernur anak anak matanajwadebatjakarta,id
248,0,cerita djarot harap buat dukung tetap damai debatfinalpilkadadki temanahok aniessandi,id
249,0,cuman mau bilang sama serius banget ngetweet pakai hastag iklanahokjahat gitu aja baper,id
250,0,ira koesno dekat anies sandi lalu marah dukung paslon debat pilkada dki,id
251,0,alhamdulillah allah swt moga jakarta punya gubernur baru yg lebih sahaja sahabat utk semua aniessandi,id
252,0,jelang larut malam diskusi aktif golkar tingkat lurah siap gabung menang aniessandi,id
253,0,rt alayyubichoir sosok anies sandi aku sgt ayom sangat kompeten utk bangun ruku kebhinekaan jakarta,id
254,0,rt nielchen ngomong manis memang gampang gilir kerja bingung matanajwadebatjakarta,id
255,0,april saat penting warga jakarta tentu masa depan ibukota,id
256,0,rt maharanisinta terimakasih pak anies pemaparantentang dp beri solusi warga jakarta ingin punya rumah tidak nyewa terus,id
257,0,aku perhati tim mas aniesbaswedan sibuk ngoceh basuki btp program gak ngurus diri sendiri,id
258,0,kalo pilih gubernur yg jujur kerja nyata anti korupsi tegas pinter mlyani rakyat iklas peduli pilih ahok djarot,id
259,0,rt anies sandi rangkul tegak hukum pimpin hadir beri contoh buat aniesbaswedan,id
260,0,hasil kerja ahok djarot sungai jakarta normal bersih enak pandang,id
261,0,ahok anies sama baik kok sama bagus sama oke siapa yg pilih yg menang tetap rakyat jakarta,id
262,0,moga pak basuki jadi presiden indonesia lebih maju,id
263,0,allah swt tdk butuh tapi yang butuh allah rezeki hidup mati allah yg tentu mau khianat allah yakin gak nyesel sidangahok,id
264,0,sidangahok lanjut rekam muat kampanye ahok dpp nasdem juga pulau ribu adrieedu https co ducfg,id
265,0,rt januromank ahok bebas hukum adil lanjut baik dki moga hakim mmpunyai sense of justice,id
266,0,bangkit listrik tenaga panas bumi besar dunia citipeka sidangahok tebak anhajidjarot https co ktxdxzsh,id
267,0,rt findririn toleransi ketika muslim jalan perintah agama non muslim bisa jalan agama,id
268,0,rt findririn walaupun arti teman setia lebih hindar kalau jd pimpin,id
269,0,semua jujur dapat pahala dr surga freeahok,id
270,0,mah basuki bebas kan freeahok https co mw vywef,id
271,0,rt ruridajihandari sidang apa drama korea sampe kali tunggu sidang ahok season nih kayak goblin mah kalah pamor,id
272,0,anda transportasi online mana kata tarif murah aman nyaman layan,id
273,0,nelayan jakarta disiapin pulau khusus pemda dki lunchbreak sidangahok,id
274,0,ada potensi radikalisme pilgub dki jakarta lunchbreak sidangahok,id
275,0,rt novenstjk siar ulang ahokdjarotdirosi malam saksi yuk kompastv ahokdjarot temanahok,id
276,0,cuma org yg salah yg takut dgn doa anda salah takut tobat doa nyata,id
277,0,selamat pagi met aktifitas happy weekend moga jadi orang jujur biar hidup slalu mujur aamiin freeahok,id
278,0,ahok tuntut tahun penjara mungkin vonis bebas masalah warga dki lanjur hilang pimpin baik freeahok,id
279,0,alhamdulillah tuntut jaksa tahun masa coba tahun yg arti sbnrnya jaksa aku kalo ahok tak salah freeahok,id
280,0,kalah menang tetapahok terimakasih krn banyak ngasih ajar bagaimana kerja keras utk rakyat dgn bersih,id
281,0,pilkada serentak megawati minta jangan intimidasi politik uang https co zhhvj qrry,id
282,0,thw anies sandiaga minta doa ustaz debat pilkada https co odlryteu,id
283,0,jangan pernah lelah abdi indonesia pak basuki btp tetapahok,id
284,0,laitssaja menang anies siap rangkul paslon jika menang kontestasi pilkada https co kg ytelwx,id
285,0,laitssaja tni polri sinergi jaga aman jelang pilkada dki tni polri terus bersin https co hp lffg,id
286,0,novie wednes bismillah inshaa allah agus sylvi menang pilkada dki putar jadi pimpin yg amanah cinta rakyat jakarta,id
287,0,trima kasih pak uda bikin jakarta lebih baik lama bapak jabat,id
288,0,nu online sikap jelas tegas tertib aman ibu kota negara jelang pilkada dki jakarta,id
289,0,rencana tuhan lebih baik rencana manusia mungkin ahok bs kerja kebih baik posisi,id
290,0,kalah tp aku tetap rasa hormat dukung badja terimakasihahok,id
291,0,basuki tp ahok wawancara informal wartawan balaikota https co ib rul,id
292,0,terimakasih pak ahok basuki btp tetapahok kita memang siap kalah selamat buat gubernur baru,id
293,0,lucu yuk lihat ahok promosi musik dangdut tamu mancanegara,id
294,0,tenang pilkada ahok fokus kerja balai kota resmi resmi rptra csr tunda,id
295,0,mantab ahok pemprov dki jakarta terjun alat berat keruk sampah waduk pluit,id
296,0,pagi polrestro bekas gelar pasu pilkada https co yprv nnjsb,id
297,0,pak basuki btp hanya bantu sampai sbg orang sekitar pak ahok sampai beliau rawa blusukanahok gue,id
298,0,pak ahok kalau jadi gubernur jangan lupa harus bangun provinsi jambi buat lahan tani semua jln kreta api jambi riau lampung,id
299,0,partai nasdem optimis menang pilkada serentak https co eoazcxai,id
300,0,biar kalah tetap bangga sabar iklas terima nya bnyak jabat untuk pak ahok tetapahok,id
301,0,sabar iklas pak apa hasil nya tetap dukung mna jabatn apa yg bpk emban tetapahok,id
302,0,wlaupun tak kenal yakin slama kamu tlah bkerja kras tuk buah nilai yg juang,id
303,0,rt ahokdijegal mgk bs dukung dlm jujur niat baik utk layan warga gantiin dlm kerja,id
304,0,puluh personel brimob nunukan berangkat aman pilkada dua provinsi,id
305,0,basuki btp sing sabar pak simpen energi bapak bagi indonesia gusti allah mboten sare pak,id
306,0,saya pilih sehat saya kompensasi sarap pagi uhm umum gak sehat impas,id
307,0,rt aktualco mahfud md heran uu pemda sangat jelas mendagri keukeuh tahan ahok,id
308,0,rt alissawahid tuips ibu sinta nuriyah pernah keluar nyata kait pilkada dki,id
309,0,rt amaliaamelcute lebih tambah jatuh hati deh jadi tak paling pilih yg tetap pak ahok djarotlah yg baik,id
310,0,rt anakbaranusa yoi jelas pemenagnya hanya satu pasang calon buka apa tiga milik peluang yg sama,id
311,0,rt at abdillahtoha aksi tampak ubah jadi zikir pilkada jauh yg tahu zikir ibadah dekat diri allah,id
312,0,rt blogdokter jangan pilkada penting politik saat sahabat saudara putus adalah saudara,id
313,0,rt brani pilkada beltim kampung sendiri ahok suara babel kalah telak pilkada dki paling cuma suara,id
314,0,rt gembok allah beneran pak ahok akhir samperin si emak,id
315,0,terimakasih pak basukibtp tahun tahun sbg wakil gubernur tahun sbg gubernur,id
316,0,rt eliya mkom simpul tuips kita menang agus sylvi satu putar gak perlu pakai putar segala cuma habis waktu,id
317,0,selamat atas menang bapak anies sandi moga jakarta satu,id
